window,algorithm,trial,timesteps,learning_rate,seed,train_time_sec,cumulative_return,ann_return,ann_volatility,sharpe,sortino,max_drawdown,calmar,win_rate,n_trading_days,mean_daily_turnover
4,DQN,1,1000000,0.005796230198377324,468832,383.6,167.95,28.04,24.13,1.1621,1.3657,-30.75,0.9119,58.61,1005,0.0016
4,DQN,2,1000000,3.4107555294539e-05,531619,382.7,139.78,24.52,25.49,0.9618,1.1465,-32.14,0.763,56.72,1005,0.1539
4,DQN,3,250000,1.8194134032079884e-05,782855,97.4,166.53,27.87,24.15,1.154,1.3621,-30.75,0.9063,58.61,1005,0.0495
4,DQN,4,500000,1.0200436482432428e-05,470726,192.9,101.63,19.23,25.27,0.7608,0.9116,-30.75,0.6253,56.32,1005,0.2023
4,DQN,5,1000000,0.00028347730055991433,970222,415.8,128.19,22.98,26.33,0.8727,1.0213,-35.75,0.6428,56.72,1005,0.2555
4,DQN,6,500000,2.3337857568621174e-05,715691,200.9,132.06,23.5,26.7,0.8803,0.9914,-40.47,0.5807,56.42,1005,0.1569
4,DQN,7,1000000,2.1992552197096936e-05,556537,410.5,96.06,18.39,29.94,0.6143,0.7041,-42.45,0.4332,56.92,1005,0.2075
4,DQN,8,1000000,0.004673735084228101,446528,380.0,173.74,28.72,25.28,1.1362,1.3236,-33.49,0.8578,57.41,1005,0.0032
4,DQN,9,1000000,0.0005083597713339488,744117,385.8,115.57,21.24,29.6,0.7175,0.8366,-42.84,0.4958,55.32,1005,0.2205
4,DQN,10,500000,0.009028064843713837,860231,205.5,168.46,28.1,24.46,1.1485,1.3933,-32.36,0.8681,56.72,1005,0.0056
4,DQN,11,1000000,0.00047587245338249004,392076,412.4,101.7,19.24,25.58,0.7519,0.8954,-34.13,0.5636,55.12,1005,0.3081
4,DQN,12,500000,7.235202229868448e-05,692613,196.4,154.29,26.37,24.88,1.0598,1.2383,-33.35,0.7907,57.21,1005,0.1301
4,DQN,13,500000,0.005221678439781009,388905,191.6,139.64,24.5,25.02,0.9792,1.1414,-32.93,0.744,56.52,1005,0.1032
4,DQN,14,500000,0.00030146963234039094,785181,206.2,102.18,19.31,28.09,0.6872,0.7794,-42.83,0.4507,56.52,1005,0.2592
4,DQN,15,250000,1.0472009863750381e-05,846496,97.7,133.94,23.75,23.25,1.0217,1.2147,-32.59,0.7288,57.91,1005,0.0813
