window,algorithm,trial,timesteps,learning_rate,seed,train_time_sec,cumulative_return,ann_return,ann_volatility,sharpe,sortino,max_drawdown,calmar,win_rate,n_trading_days,mean_daily_turnover
3,PPO,1,1000000,0.0028307779033093,425955,310.3,166.3,27.87,19.25,1.4478,1.841,-25.01,1.1143,58.17,1004,0.0007
3,PPO,2,500000,0.0004079142951435,235976,149.4,137.89,24.3,18.17,1.3373,1.6994,-22.57,1.0764,57.37,1004,0.0692
3,PPO,3,250000,0.0026745486371968,120787,75.6,184.46,30.0,19.9,1.5081,1.949,-23.66,1.2682,57.67,1004,0.0008
3,PPO,4,1000000,0.0018494978401387,465312,303.2,153.16,26.26,18.25,1.4388,1.846,-24.26,1.082,56.97,1004,0.0008
3,PPO,5,250000,3.245733485484999e-05,424136,76.9,158.11,26.87,18.59,1.4451,1.8324,-23.63,1.1372,56.87,1004,0.0128
3,PPO,6,500000,0.0006005626332692,485804,150.8,143.94,25.09,18.15,1.382,1.7625,-23.97,1.0467,57.17,1004,0.0012
3,PPO,7,500000,0.001348476945007,571657,154.0,160.72,27.19,19.01,1.4306,1.8167,-24.94,1.0901,57.77,1004,0.0004
3,PPO,8,500000,0.0022380956055202,814482,153.2,169.09,28.2,19.43,1.4514,1.864,-24.73,1.1403,56.77,1004,0.0006
3,PPO,9,1000000,0.0002232818470322,916826,299.3,156.97,26.73,18.75,1.4254,1.8192,-23.25,1.1499,57.27,1004,0.1038
3,PPO,10,500000,0.0013884268584424,597266,151.6,154.88,26.47,18.48,1.4323,1.816,-22.92,1.155,56.77,1004,0.0004
3,PPO,11,250000,0.0045000200617715,459684,74.7,148.05,25.61,18.99,1.3489,1.7257,-24.87,1.03,55.78,1004,0.0009
3,PPO,12,1000000,0.0001111187004751,880261,304.1,129.79,23.22,18.91,1.2282,1.5562,-25.97,0.8941,56.47,1004,0.0681
3,PPO,13,500000,0.008577446585011,174177,153.1,159.13,27.0,18.15,1.4871,1.8776,-21.32,1.2662,58.67,1004,0.0007
3,PPO,14,1000000,0.007878878754576,519504,299.7,169.5,28.25,18.87,1.4974,1.9237,-24.35,1.1602,56.77,1004,0.0007
3,PPO,15,500000,0.0001331510839889,711714,151.9,164.76,27.68,18.79,1.4735,1.8756,-24.31,1.1385,57.47,1004,0.0756
